ID,RO_ID,RA_FILE_DETAILS_ID,RA_ROSTER_DETAILS_ID,RA_PLM_RO_PROF_DATA_ID,SRC_SYS,ORG_NM,CNT_STATE,LOB,RUN_NO,FILE_STATUS_CD,LATEST_STAGE_NM,PRE_PROCESSING_DURATION,MAPPING_APROVAL_DURATION,ISF_GEN_DURATION,DART_GEN_DURATION,DART_REVIEW_DURATION,DART_UI_VALIDATION_DURATION,SPS_LOAD_DURATION,AVG_PRE_PROCESSING_DURATION,AVG_MAPPING_APROVAL_DURATION,AVG_ISF_GEN_DURATION,AVG_DART_GEN_DURATION,AVG_DART_REVIEW_DURATION,AVG_DART_UI_VALIDATION_DURATION,AVG_SPS_LOAD_DURATION,PRE_PROCESSING_HEALTH,MAPPING_APROVAL_HEALTH,ISF_GEN_HEALTH,DART_GEN_HEALTH,DART_REVIEW_HEALTH,DART_UI_VALIDATION_HEALTH,SPS_LOAD_HEALTH,IS_STUCK,IS_FAILED,FAILURE_STATUS
750,RO_1749,F_2749,R_3749,P_4749,Salesforce,Northwestern Memorial,KS,Medicaid FFS,2,73,RESOLVED,23,3,7,74,24,12,10,10,5,15,20,25,12,10,Yellow,Red,Yellow,Green,Red,Green,Green,0,0,
751,RO_1750,F_2750,R_3750,P_4750,AvailityPDM,Northwestern Memorial,CA,Medicare HMO,4,73,RESOLVED,19,9,21,51,15,5,13,10,5,15,20,25,12,10,Green,Red,Green,Yellow,Green,Red,Yellow,0,1,Address Mismatch
752,RO_1751,F_2751,R_3751,P_4751,ProviderGroup,MercyOne Medical Group,CA,Medicare HMO,1,40,PRE_PROCESSING,8,11,11,71,33,12,3,10,5,15,20,25,12,10,Yellow,Yellow,Green,Red,Yellow,Red,Green,0,0,
753,RO_1752,F_2752,R_3752,P_4752,ProviderGroup,MercyOne Medical Group,NY,Medicare HMO,2,17,RESOLVED,22,14,18,20,28,19,10,10,5,15,20,25,12,10,Yellow,Yellow,Yellow,Red,Red,Red,Green,0,0,
754,RO_1753,F_2753,R_3753,P_4753,ProviderGroup,Northwestern Memorial,KS,Medicare HMO,2,1,MAPPING_APPROVAL,5,14,21,52,18,19,14,10,5,15,20,25,12,10,Green,Yellow,Red,Yellow,Red,Red,Green,0,1,Address Mismatch
755,RO_1754,F_2754,R_3754,P_4754,AvailityPDM,Northwestern Memorial,CA,Medicare HMO,2,89,DART_REVIEW,20,9,22,26,22,11,9,10,5,15,20,25,12,10,Red,Yellow,Yellow,Yellow,Green,Green,Green,1,0,
756,RO_1755,F_2755,R_3755,P_4755,Salesforce,Cleveland Clinic,NY,Commercial PPO/EPO,2,61,MAPPING_APPROVAL,8,4,17,41,18,12,1,10,5,15,20,25,12,10,Red,Red,Yellow,Red,Green,Green,Yellow,0,1,Duplicate Record
757,RO_1756,F_2756,R_3756,P_4756,AvailityPDM,Northwestern Memorial,CA,Medicaid Managed Care,2,43,SPS_LOAD,24,11,24,49,24,1,5,10,5,15,20,25,12,10,Green,Green,Red,Red,Red,Yellow,Yellow,0,0,
758,RO_1757,F_2757,R_3757,P_4757,Salesforce,Norton Hospitals,KS,Medicaid FFS,3,42,STOPPED,12,4,24,32,15,15,3,10,5,15,20,25,12,10,Green,Red,Red,Red,Yellow,Green,Green,0,1,Complete Validation Failure
759,RO_1758,F_2758,R_3758,P_4758,Salesforce,Norton Hospitals,NY,Medicaid FFS,1,25,DART_GEN,1,12,25,89,8,5,6,10,5,15,20,25,12,10,Green,Green,Red,Yellow,Red,Red,Red,1,0,
760,RO_1759,F_2759,R_3759,P_4759,AvailityPDM,Cedars-Sinai Medical Care Foundation,CA,Medicaid Managed Care,3,39,DART_UI_VALIDATION,21,8,22,15,0,18,10,10,5,15,20,25,12,10,Green,Green,Yellow,Yellow,Red,Yellow,Yellow,0,0,
761,RO_1760,F_2760,R_3760,P_4760,Demographic,Norton Hospitals,KS,Medicare HMO,4,35,SPS_LOAD,20,2,8,59,18,12,2,10,5,15,20,25,12,10,Yellow,Yellow,Red,Green,Yellow,Yellow,Green,0,0,
762,RO_1761,F_2761,R_3761,P_4761,ProviderGroup,Northwestern Memorial,CA,Medicare HMO,2,3,DART_UI_VALIDATION,6,9,5,46,32,16,9,10,5,15,20,25,12,10,Red,Red,Yellow,Red,Yellow,Green,Yellow,0,1,Missing NPI
763,RO_1762,F_2762,R_3762,P_4762,Salesforce,Mayo Clinic,NY,Medicaid FFS,1,44,STOPPED,22,13,22,73,33,8,6,10,5,15,20,25,12,10,Yellow,Yellow,Yellow,Green,Red,Yellow,Green,0,0,
764,RO_1763,F_2763,R_3763,P_4763,Salesforce,Kaiser Permanente,KS,Medicare HMO,2,51,STOPPED,18,14,5,63,15,16,7,10,5,15,20,25,12,10,Red,Green,Yellow,Yellow,Yellow,Green,Green,0,0,
765,RO_1764,F_2764,R_3764,P_4764,AvailityPDM,Northwestern Memorial,NY,Commercial PPO/EPO,1,94,PRE_PROCESSING,8,6,17,58,39,1,5,10,5,15,20,25,12,10,Yellow,Red,Red,Red,Green,Yellow,Red,0,0,
766,RO_1765,F_2765,R_3765,P_4765,Demographic,Johns Hopkins Hospital,CA,Commercial PPO/EPO,3,98,DART_REVIEW,7,9,24,20,17,18,9,10,5,15,20,25,12,10,Yellow,Red,Red,Red,Yellow,Red,Green,0,0,
767,RO_1766,F_2766,R_3766,P_4766,ProviderGroup,Northwestern Memorial,CA,Commercial PPO/EPO,1,12,DART_GEN,1,8,24,90,33,18,1,10,5,15,20,25,12,10,Green,Yellow,Yellow,Green,Red,Yellow,Green,1,0,
768,RO_1767,F_2767,R_3767,P_4767,Demographic,Norton Hospitals,KS,Medicaid Managed Care,4,19,STOPPED,21,7,27,30,24,6,5,10,5,15,20,25,12,10,Yellow,Yellow,Yellow,Red,Yellow,Green,Yellow,0,1,Complete Validation Failure
769,RO_1768,F_2768,R_3768,P_4768,ProviderGroup,Massachusetts General,CA,Medicaid Managed Care,4,44,MAPPING_APPROVAL,16,13,14,75,5,9,11,10,5,15,20,25,12,10,Yellow,Red,Red,Yellow,Red,Red,Red,0,0,
770,RO_1769,F_2769,R_3769,P_4769,Salesforce,UCSF Medical Center,NY,Commercial PPO/EPO,1,59,SPS_LOAD,12,14,15,72,20,9,10,10,5,15,20,25,12,10,Green,Yellow,Yellow,Green,Red,Yellow,Yellow,0,0,
771,RO_1770,F_2770,R_3770,P_4770,Salesforce,Mayo Clinic,CA,Medicaid Managed Care,1,49,DART_UI_VALIDATION,6,1,13,37,5,19,11,10,5,15,20,25,12,10,Red,Yellow,Green,Green,Yellow,Green,Red,1,0,
772,RO_1771,F_2771,R_3771,P_4771,AvailityPDM,Mayo Clinic,NY,Commercial PPO/EPO,1,61,MAPPING_APPROVAL,20,14,13,26,31,8,6,10,5,15,20,25,12,10,Red,Green,Yellow,Green,Red,Red,Green,1,0,
773,RO_1772,F_2772,R_3772,P_4772,AvailityPDM,Massachusetts General,CA,Medicare HMO,1,17,STOPPED,2,12,9,15,38,16,7,10,5,15,20,25,12,10,Yellow,Red,Green,Green,Yellow,Red,Red,0,0,
774,RO_1773,F_2773,R_3773,P_4773,Demographic,Kaiser Permanente,NY,Medicaid Managed Care,4,74,ISF_GEN,14,3,5,28,30,14,12,10,5,15,20,25,12,10,Red,Red,Green,Red,Yellow,Red,Yellow,0,0,
775,RO_1774,F_2774,R_3774,P_4774,Demographic,Johns Hopkins Hospital,NY,Commercial PPO/EPO,2,57,RESOLVED,4,11,21,65,9,1,4,10,5,15,20,25,12,10,Yellow,Green,Yellow,Yellow,Yellow,Green,Green,0,0,
776,RO_1775,F_2775,R_3775,P_4775,ProviderGroup,Mayo Clinic,NY,Medicaid Managed Care,1,55,DART_UI_VALIDATION,1,14,26,37,29,3,12,10,5,15,20,25,12,10,Yellow,Yellow,Yellow,Green,Red,Red,Red,0,0,
777,RO_1776,F_2776,R_3776,P_4776,AvailityPDM,Massachusetts General,CA,Medicaid FFS,1,47,DART_UI_VALIDATION,23,2,6,75,17,18,13,10,5,15,20,25,12,10,Red,Red,Yellow,Yellow,Yellow,Yellow,Red,0,1,Address Mismatch
778,RO_1777,F_2777,R_3777,P_4777,Salesforce,Cedars-Sinai Medical Care Foundation,NY,Medicaid FFS,4,12,DART_GEN,18,5,28,87,23,16,1,10,5,15,20,25,12,10,Red,Yellow,Green,Yellow,Red,Yellow,Yellow,0,0,
779,RO_1778,F_2778,R_3778,P_4778,AvailityPDM,Norton Hospitals,KS,Commercial PPO/EPO,4,62,STOPPED,13,5,17,46,8,4,11,10,5,15,20,25,12,10,Red,Green,Red,Yellow,Red,Red,Red,0,1,Complete Validation Failure
780,RO_1779,F_2779,R_3779,P_4779,Demographic,MercyOne Medical Group,CA,Commercial PPO/EPO,3,80,ISF_GEN,2,5,13,77,30,6,8,10,5,15,20,25,12,10,Red,Yellow,Green,Green,Red,Red,Yellow,0,1,Complete Validation Failure
781,RO_1780,F_2780,R_3780,P_4780,AvailityPDM,Massachusetts General,NY,Commercial PPO/EPO,1,88,DART_GEN,9,4,8,81,14,17,10,10,5,15,20,25,12,10,Red,Yellow,Green,Green,Green,Green,Yellow,0,1,Missing NPI
782,RO_1781,F_2781,R_3781,P_4781,Salesforce,Johns Hopkins Hospital,NY,Medicaid FFS,3,83,RESOLVED,21,5,9,52,3,6,4,10,5,15,20,25,12,10,Red,Red,Green,Red,Green,Yellow,Green,0,0,
783,RO_1782,F_2782,R_3782,P_4782,AvailityPDM,Massachusetts General,NY,Medicaid Managed Care,4,8,DART_GEN,2,3,15,103,39,16,3,10,5,15,20,25,12,10,Red,Green,Red,Green,Green,Red,Yellow,0,0,
784,RO_1783,F_2783,R_3783,P_4783,Demographic,Massachusetts General,NY,Medicaid FFS,4,95,DART_GEN,9,12,28,87,8,6,12,10,5,15,20,25,12,10,Red,Green,Green,Green,Green,Red,Yellow,0,1,Complete Validation Failure
785,RO_1784,F_2784,R_3784,P_4784,Salesforce,Kaiser Permanente,KS,Commercial PPO/EPO,2,21,DART_GEN,1,1,23,72,8,3,7,10,5,15,20,25,12,10,Green,Red,Green,Yellow,Yellow,Yellow,Red,0,0,
786,RO_1785,F_2785,R_3785,P_4785,ProviderGroup,Cleveland Clinic,KS,Commercial PPO/EPO,1,81,DART_REVIEW,11,5,25,61,25,7,12,10,5,15,20,25,12,10,Red,Green,Yellow,Yellow,Green,Red,Yellow,0,0,
787,RO_1786,F_2786,R_3786,P_4786,ProviderGroup,Northwestern Memorial,KS,Commercial PPO/EPO,3,87,DART_GEN,3,13,7,84,3,12,2,10,5,15,20,25,12,10,Green,Yellow,Red,Yellow,Yellow,Green,Yellow,0,0,
788,RO_1787,F_2787,R_3787,P_4787,Salesforce,MercyOne Medical Group,NY,Commercial PPO/EPO,4,80,DART_GEN,20,9,16,103,16,3,8,10,5,15,20,25,12,10,Yellow,Red,Green,Red,Green,Yellow,Red,0,0,
789,RO_1788,F_2788,R_3788,P_4788,Salesforce,Cleveland Clinic,NY,Commercial PPO/EPO,4,70,DART_GEN,23,13,23,110,15,5,14,10,5,15,20,25,12,10,Yellow,Green,Green,Green,Yellow,Yellow,Green,0,0,
790,RO_1789,F_2789,R_3789,P_4789,Salesforce,Cleveland Clinic,CA,Commercial PPO/EPO,3,72,DART_GEN,4,9,23,105,14,4,6,10,5,15,20,25,12,10,Green,Yellow,Yellow,Green,Yellow,Red,Green,0,1,Complete Validation Failure
791,RO_1790,F_2790,R_3790,P_4790,Demographic,Cleveland Clinic,KS,Medicare HMO,2,25,DART_UI_VALIDATION,18,4,17,65,34,11,7,10,5,15,20,25,12,10,Green,Red,Red,Red,Yellow,Yellow,Green,0,0,
792,RO_1791,F_2791,R_3791,P_4791,Salesforce,Johns Hopkins Hospital,NY,Medicare HMO,4,82,ISF_GEN,23,3,11,37,4,3,14,10,5,15,20,25,12,10,Red,Yellow,Red,Green,Red,Green,Red,0,0,
793,RO_1792,F_2792,R_3792,P_4792,Demographic,MercyOne Medical Group,NY,Medicare HMO,1,89,MAPPING_APPROVAL,6,1,19,10,4,8,5,10,5,15,20,25,12,10,Red,Green,Yellow,Green,Green,Yellow,Green,1,0,
794,RO_1793,F_2793,R_3793,P_4793,Salesforce,Cleveland Clinic,KS,Medicaid FFS,4,12,MAPPING_APPROVAL,3,2,27,51,19,3,9,10,5,15,20,25,12,10,Yellow,Red,Green,Yellow,Yellow,Green,Yellow,0,0,
795,RO_1794,F_2794,R_3794,P_4794,Demographic,UCSF Medical Center,NY,Medicaid Managed Care,1,15,MAPPING_APPROVAL,22,8,11,57,14,18,5,10,5,15,20,25,12,10,Red,Red,Yellow,Yellow,Yellow,Red,Green,1,1,Network Gap
796,RO_1795,F_2795,R_3795,P_4795,Demographic,UCSF Medical Center,NY,Commercial PPO/EPO,3,59,RESOLVED,11,1,12,49,17,13,11,10,5,15,20,25,12,10,Green,Yellow,Red,Green,Red,Green,Yellow,0,0,
797,RO_1796,F_2796,R_3796,P_4796,AvailityPDM,Cedars-Sinai Medical Care Foundation,NY,Medicare HMO,1,26,PRE_PROCESSING,15,8,9,72,1,4,5,10,5,15,20,25,12,10,Red,Yellow,Red,Red,Green,Red,Yellow,1,1,Duplicate Record
798,RO_1797,F_2797,R_3797,P_4797,ProviderGroup,Cleveland Clinic,NY,Medicaid FFS,3,26,STOPPED,22,13,25,13,28,17,3,10,5,15,20,25,12,10,Yellow,Green,Green,Green,Green,Green,Red,0,0,
799,RO_1798,F_2798,R_3798,P_4798,Salesforce,Kaiser Permanente,CA,Medicaid Managed Care,1,47,PRE_PROCESSING,5,7,18,47,12,9,11,10,5,15,20,25,12,10,Red,Red,Green,Green,Green,Red,Yellow,0,0,
800,RO_1799,F_2799,R_3799,P_4799,ProviderGroup,Massachusetts General,CA,Commercial PPO/EPO,3,32,RESOLVED,20,8,8,36,3,18,1,10,5,15,20,25,12,10,Red,Yellow,Red,Red,Yellow,Red,Green,0,1,Invalid Taxonomy
801,RO_1800,F_2800,R_3800,P_4800,ProviderGroup,Cedars-Sinai Medical Care Foundation,CA,Commercial PPO/EPO,1,10,DART_UI_VALIDATION,10,12,27,18,9,11,2,10,5,15,20,25,12,10,Green,Red,Red,Green,Yellow,Green,Green,0,0,
802,RO_1801,F_2801,R_3801,P_4801,AvailityPDM,Mayo Clinic,KS,Medicaid Managed Care,2,16,DART_UI_VALIDATION,12,6,14,25,30,17,8,10,5,15,20,25,12,10,Green,Green,Yellow,Yellow,Red,Green,Red,1,0,
803,RO_1802,F_2802,R_3802,P_4802,ProviderGroup,Massachusetts General,KS,Medicaid Managed Care,1,71,RESOLVED,15,12,24,65,7,16,1,10,5,15,20,25,12,10,Yellow,Green,Yellow,Yellow,Yellow,Yellow,Yellow,0,1,Missing NPI
804,RO_1803,F_2803,R_3803,P_4803,ProviderGroup,Kaiser Permanente,KS,Medicaid Managed Care,1,17,DART_REVIEW,17,14,19,40,2,10,7,10,5,15,20,25,12,10,Yellow,Green,Green,Yellow,Green,Red,Red,0,0,
805,RO_1804,F_2804,R_3804,P_4804,Salesforce,MercyOne Medical Group,CA,Medicaid FFS,2,23,RESOLVED,10,9,22,23,8,2,14,10,5,15,20,25,12,10,Yellow,Green,Yellow,Yellow,Red,Yellow,Yellow,0,1,Address Mismatch
806,RO_1805,F_2805,R_3805,P_4805,Demographic,Cedars-Sinai Medical Care Foundation,KS,Medicare HMO,4,26,ISF_GEN,6,3,24,34,29,16,14,10,5,15,20,25,12,10,Yellow,Green,Red,Green,Green,Yellow,Green,0,1,Address Mismatch
807,RO_1806,F_2806,R_3806,P_4806,Salesforce,Norton Hospitals,NY,Commercial PPO/EPO,4,85,STOPPED,18,10,17,43,10,0,5,10,5,15,20,25,12,10,Yellow,Red,Yellow,Red,Yellow,Red,Green,1,0,
808,RO_1807,F_2807,R_3807,P_4807,Salesforce,Mayo Clinic,NY,Medicare HMO,1,86,DART_REVIEW,13,4,12,76,34,14,3,10,5,15,20,25,12,10,Yellow,Red,Yellow,Yellow,Red,Green,Yellow,0,0,
809,RO_1808,F_2808,R_3808,P_4808,ProviderGroup,Johns Hopkins Hospital,NY,Medicaid Managed Care,2,7,SPS_LOAD,3,13,13,33,36,8,12,10,5,15,20,25,12,10,Green,Green,Red,Green,Red,Green,Green,0,0,
810,RO_1809,F_2809,R_3809,P_4809,ProviderGroup,Northwestern Memorial,NY,Commercial PPO/EPO,1,14,DART_GEN,24,6,20,66,12,14,12,10,5,15,20,25,12,10,Yellow,Yellow,Yellow,Red,Yellow,Red,Green,0,0,
811,RO_1810,F_2810,R_3810,P_4810,Salesforce,Johns Hopkins Hospital,NY,Commercial PPO/EPO,3,79,ISF_GEN,10,8,23,29,35,2,11,10,5,15,20,25,12,10,Yellow,Yellow,Red,Red,Yellow,Yellow,Yellow,1,1,Invalid Taxonomy
812,RO_1811,F_2811,R_3811,P_4811,Salesforce,Kaiser Permanente,NY,Medicare HMO,3,7,PRE_PROCESSING,14,5,20,73,12,18,7,10,5,15,20,25,12,10,Red,Green,Yellow,Red,Yellow,Yellow,Yellow,0,1,Missing NPI
813,RO_1812,F_2812,R_3812,P_4812,ProviderGroup,MercyOne Medical Group,NY,Medicare HMO,1,9,STOPPED,6,3,11,19,11,12,9,10,5,15,20,25,12,10,Green,Red,Red,Red,Yellow,Yellow,Yellow,0,0,
814,RO_1813,F_2813,R_3813,P_4813,Demographic,Cleveland Clinic,KS,Commercial PPO/EPO,4,48,SPS_LOAD,3,6,18,76,36,11,2,10,5,15,20,25,12,10,Red,Red,Red,Green,Yellow,Red,Yellow,0,0,
815,RO_1814,F_2814,R_3814,P_4814,Demographic,Northwestern Memorial,CA,Medicaid FFS,4,72,RESOLVED,16,4,18,33,9,19,8,10,5,15,20,25,12,10,Red,Yellow,Green,Red,Yellow,Yellow,Yellow,0,0,
816,RO_1815,F_2815,R_3815,P_4815,Salesforce,Cleveland Clinic,CA,Medicaid Managed Care,1,59,STOPPED,7,9,29,14,8,0,9,10,5,15,20,25,12,10,Green,Yellow,Green,Green,Yellow,Yellow,Yellow,0,0,
817,RO_1816,F_2816,R_3816,P_4816,Demographic,Kaiser Permanente,CA,Medicare HMO,1,87,PRE_PROCESSING,20,13,8,76,6,16,11,10,5,15,20,25,12,10,Yellow,Red,Yellow,Yellow,Yellow,Yellow,Red,1,1,Address Mismatch
818,RO_1817,F_2817,R_3817,P_4817,Salesforce,MercyOne Medical Group,CA,Commercial PPO/EPO,3,93,STOPPED,14,3,19,67,1,12,3,10,5,15,20,25,12,10,Red,Yellow,Green,Yellow,Yellow,Yellow,Yellow,0,0,
819,RO_1818,F_2818,R_3818,P_4818,AvailityPDM,Massachusetts General,NY,Medicare HMO,4,82,DART_UI_VALIDATION,9,4,7,36,22,0,2,10,5,15,20,25,12,10,Yellow,Green,Yellow,Green,Yellow,Green,Red,1,1,Address Mismatch
820,RO_1819,F_2819,R_3819,P_4819,ProviderGroup,UCSF Medical Center,NY,Commercial PPO/EPO,1,95,SPS_LOAD,15,7,9,24,38,9,7,10,5,15,20,25,12,10,Green,Green,Yellow,Green,Yellow,Red,Red,0,0,
821,RO_1820,F_2820,R_3820,P_4820,Salesforce,Massachusetts General,NY,Medicaid FFS,3,94,ISF_GEN,21,7,5,44,39,14,5,10,5,15,20,25,12,10,Red,Yellow,Yellow,Red,Green,Red,Yellow,0,1,Network Gap
822,RO_1821,F_2821,R_3821,P_4821,Salesforce,Massachusetts General,NY,Medicare HMO,4,39,RESOLVED,3,12,7,62,38,6,5,10,5,15,20,25,12,10,Red,Green,Yellow,Red,Green,Yellow,Green,1,0,
823,RO_1822,F_2822,R_3822,P_4822,Salesforce,Mayo Clinic,KS,Commercial PPO/EPO,2,99,MAPPING_APPROVAL,2,12,19,53,20,17,10,10,5,15,20,25,12,10,Green,Yellow,Yellow,Green,Yellow,Yellow,Red,0,0,
824,RO_1823,F_2823,R_3823,P_4823,Demographic,Massachusetts General,CA,Medicare HMO,3,18,STOPPED,2,4,28,35,22,15,5,10,5,15,20,25,12,10,Green,Red,Yellow,Red,Green,Red,Green,0,0,
825,RO_1824,F_2824,R_3824,P_4824,Salesforce,Norton Hospitals,KS,Commercial PPO/EPO,4,59,STOPPED,3,6,12,56,28,13,4,10,5,15,20,25,12,10,Red,Green,Green,Green,Yellow,Green,Yellow,0,1,Complete Validation Failure
826,RO_1825,F_2825,R_3825,P_4825,AvailityPDM,Cedars-Sinai Medical Care Foundation,CA,Medicaid Managed Care,4,17,DART_UI_VALIDATION,18,12,8,43,13,17,13,10,5,15,20,25,12,10,Red,Yellow,Green,Red,Red,Red,Yellow,0,0,
827,RO_1826,F_2826,R_3826,P_4826,Demographic,Johns Hopkins Hospital,KS,Commercial PPO/EPO,3,14,PRE_PROCESSING,14,13,6,59,25,6,5,10,5,15,20,25,12,10,Red,Green,Green,Green,Green,Red,Red,0,0,
828,RO_1827,F_2827,R_3827,P_4827,ProviderGroup,UCSF Medical Center,CA,Commercial PPO/EPO,2,31,PRE_PROCESSING,20,3,28,21,4,16,13,10,5,15,20,25,12,10,Green,Green,Red,Green,Yellow,Yellow,Yellow,0,0,
829,RO_1828,F_2828,R_3828,P_4828,AvailityPDM,Massachusetts General,CA,Commercial PPO/EPO,3,24,DART_GEN,18,6,28,104,30,17,4,10,5,15,20,25,12,10,Yellow,Red,Red,Red,Green,Green,Red,1,0,
830,RO_1829,F_2829,R_3829,P_4829,Salesforce,Kaiser Permanente,KS,Commercial PPO/EPO,4,99,SPS_LOAD,10,12,14,57,24,11,13,10,5,15,20,25,12,10,Yellow,Red,Yellow,Green,Yellow,Green,Red,1,0,
831,RO_1830,F_2830,R_3830,P_4830,AvailityPDM,Kaiser Permanente,KS,Medicaid Managed Care,1,60,MAPPING_APPROVAL,2,2,8,64,30,7,6,10,5,15,20,25,12,10,Yellow,Red,Red,Green,Red,Yellow,Yellow,0,1,Address Mismatch
832,RO_1831,F_2831,R_3831,P_4831,Salesforce,Northwestern Memorial,NY,Medicaid FFS,1,45,DART_UI_VALIDATION,22,8,7,10,19,1,4,10,5,15,20,25,12,10,Yellow,Yellow,Green,Yellow,Red,Red,Red,1,0,
833,RO_1832,F_2832,R_3832,P_4832,AvailityPDM,Cleveland Clinic,KS,Medicaid Managed Care,3,98,DART_UI_VALIDATION,1,2,6,75,16,6,2,10,5,15,20,25,12,10,Green,Red,Yellow,Green,Red,Green,Red,1,0,
834,RO_1833,F_2833,R_3833,P_4833,Demographic,Norton Hospitals,CA,Medicaid FFS,4,3,DART_REVIEW,4,11,29,39,1,3,9,10,5,15,20,25,12,10,Green,Red,Yellow,Red,Red,Red,Green,0,0,
835,RO_1834,F_2834,R_3834,P_4834,Salesforce,Norton Hospitals,CA,Medicaid FFS,1,37,ISF_GEN,14,7,21,12,24,17,2,10,5,15,20,25,12,10,Yellow,Green,Green,Yellow,Green,Yellow,Yellow,0,0,
836,RO_1835,F_2835,R_3835,P_4835,Demographic,Mayo Clinic,CA,Medicaid Managed Care,4,43,STOPPED,1,9,27,30,12,5,9,10,5,15,20,25,12,10,Red,Red,Yellow,Red,Yellow,Yellow,Green,0,0,
837,RO_1836,F_2836,R_3836,P_4836,AvailityPDM,Massachusetts General,CA,Medicare HMO,3,40,DART_REVIEW,14,1,25,58,38,8,10,10,5,15,20,25,12,10,Red,Red,Red,Yellow,Green,Red,Red,0,0,
838,RO_1837,F_2837,R_3837,P_4837,Salesforce,Northwestern Memorial,KS,Medicaid FFS,1,90,DART_GEN,16,8,28,65,27,8,6,10,5,15,20,25,12,10,Green,Green,Yellow,Red,Green,Green,Red,0,0,
839,RO_1838,F_2838,R_3838,P_4838,ProviderGroup,Massachusetts General,NY,Medicaid Managed Care,4,55,DART_REVIEW,22,7,24,47,5,13,9,10,5,15,20,25,12,10,Yellow,Green,Yellow,Yellow,Green,Red,Yellow,1,0,
840,RO_1839,F_2839,R_3839,P_4839,ProviderGroup,Mayo Clinic,CA,Commercial PPO/EPO,1,87,RESOLVED,14,6,27,24,2,7,9,10,5,15,20,25,12,10,Green,Green,Green,Red,Green,Green,Red,0,1,Duplicate Record
841,RO_1840,F_2840,R_3840,P_4840,Salesforce,UCSF Medical Center,CA,Medicaid Managed Care,3,39,DART_UI_VALIDATION,20,6,17,61,34,18,3,10,5,15,20,25,12,10,Yellow,Red,Red,Green,Yellow,Yellow,Red,0,0,
842,RO_1841,F_2841,R_3841,P_4841,AvailityPDM,Norton Hospitals,CA,Medicaid FFS,4,15,DART_UI_VALIDATION,3,6,9,55,17,2,1,10,5,15,20,25,12,10,Yellow,Green,Red,Green,Green,Red,Red,0,1,Missing NPI
843,RO_1842,F_2842,R_3842,P_4842,ProviderGroup,Cedars-Sinai Medical Care Foundation,KS,Medicare HMO,1,4,ISF_GEN,3,9,25,34,10,17,1,10,5,15,20,25,12,10,Red,Yellow,Yellow,Red,Red,Yellow,Red,0,0,
844,RO_1843,F_2843,R_3843,P_4843,Salesforce,Johns Hopkins Hospital,CA,Medicare HMO,3,93,RESOLVED,9,2,13,30,19,4,3,10,5,15,20,25,12,10,Red,Red,Red,Yellow,Green,Yellow,Green,0,0,
845,RO_1844,F_2844,R_3844,P_4844,ProviderGroup,MercyOne Medical Group,NY,Medicare HMO,1,86,SPS_LOAD,6,1,29,14,4,13,5,10,5,15,20,25,12,10,Red,Green,Red,Yellow,Yellow,Green,Red,0,0,
846,RO_1845,F_2845,R_3845,P_4845,Salesforce,Mayo Clinic,NY,Commercial PPO/EPO,1,25,DART_GEN,13,13,29,83,18,3,13,10,5,15,20,25,12,10,Green,Yellow,Red,Green,Green,Green,Green,0,0,
847,RO_1846,F_2846,R_3846,P_4846,AvailityPDM,Cleveland Clinic,CA,Medicaid Managed Care,2,13,SPS_LOAD,21,12,26,56,21,6,3,10,5,15,20,25,12,10,Red,Red,Red,Green,Red,Green,Green,0,1,Duplicate Record
848,RO_1847,F_2847,R_3847,P_4847,AvailityPDM,Johns Hopkins Hospital,CA,Medicaid Managed Care,2,82,DART_UI_VALIDATION,2,6,10,77,18,19,12,10,5,15,20,25,12,10,Red,Green,Red,Green,Yellow,Red,Yellow,0,1,Invalid Taxonomy
849,RO_1848,F_2848,R_3848,P_4848,Demographic,Cleveland Clinic,KS,Medicare HMO,3,33,DART_UI_VALIDATION,8,10,9,27,15,11,9,10,5,15,20,25,12,10,Green,Green,Yellow,Yellow,Yellow,Green,Green,0,0,
850,RO_1849,F_2849,R_3849,P_4849,ProviderGroup,Norton Hospitals,CA,Commercial PPO/EPO,2,16,SPS_LOAD,21,11,29,30,23,1,9,10,5,15,20,25,12,10,Green,Red,Yellow,Yellow,Yellow,Red,Green,0,0,
851,RO_1850,F_2850,R_3850,P_4850,Demographic,Johns Hopkins Hospital,KS,Medicare HMO,3,42,DART_REVIEW,2,8,14,32,3,10,3,10,5,15,20,25,12,10,Green,Red,Red,Green,Red,Red,Green,0,0,
852,RO_1851,F_2851,R_3851,P_4851,AvailityPDM,Norton Hospitals,NY,Medicaid FFS,2,66,RESOLVED,4,3,12,73,14,13,3,10,5,15,20,25,12,10,Red,Green,Green,Green,Red,Green,Yellow,0,0,
853,RO_1852,F_2852,R_3852,P_4852,Salesforce,Northwestern Memorial,KS,Medicaid Managed Care,1,55,ISF_GEN,15,12,11,76,24,15,12,10,5,15,20,25,12,10,Yellow,Green,Red,Yellow,Yellow,Yellow,Red,0,0,
854,RO_1853,F_2853,R_3853,P_4853,AvailityPDM,UCSF Medical Center,KS,Commercial PPO/EPO,3,99,ISF_GEN,4,10,11,49,34,19,14,10,5,15,20,25,12,10,Red,Green,Green,Yellow,Green,Red,Yellow,0,1,Network Gap
